year,period_start,period_end,geo_level,geo_code,geo_name,dataset,metric,dimension,dimension_value,value,unit,source_org,tier,as_of_date,retrieved_on,source_table,source_edition,source_url,notes
2025,2025-01-01,2025-12-31,country,IN,India,ncmec_reports,reports,none,,1933900.0,reports,NCMEC,2,2025-12-31,2026-09-24,CyberTipline 2025 Reports by Country,CyberTipline 2025,https://ncmec.org/content/dam/missingkids/pdfs/2025-reports-by-country.pdf,CyberTipline reports are platform detections of suspected child sexual exploitation linked to an Indian location. Reports are not victims or cases; volume is driven by platform detection and population.
