year,period_start,period_end,geo_level,geo_code,geo_name,dataset,metric,dimension,dimension_value,value,unit,source_org,tier,as_of_date,retrieved_on,source_table,source_edition,source_url,notes
2020,2020-01-01,2020-12-31,aggregate,IN-STATES,Total (States),cac_total,cases,none,,122064.0,cases,NCRB,1,2020-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2021,2021-01-01,2021-12-31,aggregate,IN-STATES,Total (States),cac_total,cases,none,,140839.0,cases,NCRB,1,2021-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2022,2022-01-01,2022-12-31,aggregate,IN-STATES,Total (States),cac_total,cases,none,,153426.0,cases,NCRB,1,2022-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2023,2023-01-01,2023-12-31,aggregate,IN-STATES,Total (States),cac_total,cases,none,,167904.0,cases,NCRB,1,2023-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2023,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2023, Vol. I (PDF, SHA-256 553ac8b2eadfe9e2…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2023) — see data/raw/ncrb/2023/PROVENANCE.md."
2024,2024-01-01,2024-12-31,aggregate,IN-STATES,Total (States),cac_total,cases,none,,178460.0,cases,NCRB,1,2024-12-31,2026-09-25,Table 4A.1 (PDF p. 461),Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2020,2020-01-01,2020-12-31,aggregate,IN-UTS,Total (UTs),cac_total,cases,none,,6467.0,cases,NCRB,1,2020-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2021,2021-01-01,2021-12-31,aggregate,IN-UTS,Total (UTs),cac_total,cases,none,,8565.0,cases,NCRB,1,2021-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2022,2022-01-01,2022-12-31,aggregate,IN-UTS,Total (UTs),cac_total,cases,none,,9023.0,cases,NCRB,1,2022-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2023,2023-01-01,2023-12-31,aggregate,IN-UTS,Total (UTs),cac_total,cases,none,,9431.0,cases,NCRB,1,2023-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2023,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2023, Vol. I (PDF, SHA-256 553ac8b2eadfe9e2…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2023) — see data/raw/ncrb/2023/PROVENANCE.md."
2024,2024-01-01,2024-12-31,aggregate,IN-UTS,Total (UTs),cac_total,cases,none,,9242.0,cases,NCRB,1,2024-12-31,2026-09-25,Table 4A.1 (PDF p. 461),Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Ahmedabad,Ahmedabad,cac_total,cases,none,,942.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Bengaluru,Bengaluru,cac_total,cases,none,,2026.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Chennai,Chennai,cac_total,cases,none,,719.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Coimbatore,Coimbatore,cac_total,cases,none,,243.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Delhi,Delhi,cac_total,cases,none,,7662.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Ghaziabad,Ghaziabad,cac_total,cases,none,,713.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Hyderabad,Hyderabad,cac_total,cases,none,,920.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Indore,Indore,cac_total,cases,none,,1157.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Jaipur,Jaipur,cac_total,cases,none,,863.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Kanpur,Kanpur,cac_total,cases,none,,379.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Kochi,Kochi,cac_total,cases,none,,267.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Kolkata,Kolkata,cac_total,cases,none,,468.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Kozhikode,Kozhikode,cac_total,cases,none,,245.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Lucknow,Lucknow,cac_total,cases,none,,880.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Mumbai,Mumbai,cac_total,cases,none,,3374.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Nagpur,Nagpur,cac_total,cases,none,,977.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Patna,Patna,cac_total,cases,none,,653.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Pune,Pune,cac_total,cases,none,,1330.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2024,2024-01-01,2024-12-31,city,CITY-Surat,Surat,cac_total,cases,none,,559.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4B.1 (NCRB Excel table, via OpenCity)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2020,2020-01-01,2020-12-31,country,IN,India,cac_total,cases,none,,128531.0,cases,NCRB,1,2020-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2021,2021-01-01,2021-12-31,country,IN,India,cac_total,cases,none,,149404.0,cases,NCRB,1,2021-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2022,2022-01-01,2022-12-31,country,IN,India,cac_total,cases,none,,162449.0,cases,NCRB,1,2022-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2023,2023-01-01,2023-12-31,country,IN,India,cac_total,cases,none,,177335.0,cases,NCRB,1,2023-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2023,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2023, Vol. I (PDF, SHA-256 553ac8b2eadfe9e2…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2023) — see data/raw/ncrb/2023/PROVENANCE.md."
2024,2024-01-01,2024-12-31,country,IN,India,cac_total,cases,none,,187702.0,cases,NCRB,1,2024-12-31,2026-09-25,Table 4A.1 (PDF p. 461),Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2020,2020-01-01,2020-12-31,state,AN,Andaman & Nicobar,cac_total,cases,none,,141.0,cases,NCRB,1,2020-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2021,2021-01-01,2021-12-31,state,AN,Andaman & Nicobar,cac_total,cases,none,,124.0,cases,NCRB,1,2021-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2022,2022-01-01,2022-12-31,state,AN,Andaman & Nicobar,cac_total,cases,none,,146.0,cases,NCRB,1,2022-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2023,2023-01-01,2023-12-31,state,AN,Andaman & Nicobar,cac_total,cases,none,,161.0,cases,NCRB,1,2023-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2023,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2023, Vol. I (PDF, SHA-256 553ac8b2eadfe9e2…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2023) — see data/raw/ncrb/2023/PROVENANCE.md."
2024,2024-01-01,2024-12-31,state,AN,Andaman & Nicobar,cac_total,cases,none,,138.0,cases,NCRB,1,2024-12-31,2026-09-25,Table 4A.1 (PDF p. 461),Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2020,2020-01-01,2020-12-31,state,AP,Andhra Pradesh,cac_total,cases,none,,2648.0,cases,NCRB,1,2020-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2021,2021-01-01,2021-12-31,state,AP,Andhra Pradesh,cac_total,cases,none,,2669.0,cases,NCRB,1,2021-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2022,2022-01-01,2022-12-31,state,AP,Andhra Pradesh,cac_total,cases,none,,3308.0,cases,NCRB,1,2022-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2023,2023-01-01,2023-12-31,state,AP,Andhra Pradesh,cac_total,cases,none,,2844.0,cases,NCRB,1,2023-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2023,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2023, Vol. I (PDF, SHA-256 553ac8b2eadfe9e2…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2023) — see data/raw/ncrb/2023/PROVENANCE.md."
2024,2024-01-01,2024-12-31,state,AP,Andhra Pradesh,cac_total,cases,none,,2633.0,cases,NCRB,1,2024-12-31,2026-09-25,Table 4A.1 (PDF p. 461),Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2020,2020-01-01,2020-12-31,state,AR,Arunachal Pradesh,cac_total,cases,none,,113.0,cases,NCRB,1,2020-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2021,2021-01-01,2021-12-31,state,AR,Arunachal Pradesh,cac_total,cases,none,,162.0,cases,NCRB,1,2021-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2022,2022-01-01,2022-12-31,state,AR,Arunachal Pradesh,cac_total,cases,none,,143.0,cases,NCRB,1,2022-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2023,2023-01-01,2023-12-31,state,AR,Arunachal Pradesh,cac_total,cases,none,,176.0,cases,NCRB,1,2023-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2023,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2023, Vol. I (PDF, SHA-256 553ac8b2eadfe9e2…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2023) — see data/raw/ncrb/2023/PROVENANCE.md."
2024,2024-01-01,2024-12-31,state,AR,Arunachal Pradesh,cac_total,cases,none,,152.0,cases,NCRB,1,2024-12-31,2026-09-25,Table 4A.1 (PDF p. 461),Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md."
2020,2020-01-01,2020-12-31,state,AS,Assam,cac_total,cases,none,,4622.0,cases,NCRB,1,2020-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
2021,2021-01-01,2021-12-31,state,AS,Assam,cac_total,cases,none,,5282.0,cases,NCRB,1,2021-12-31,2026-09-25,Table 4A.1 (PDF p. 369),Crime in India 2022,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2022, Vol. I (PDF, SHA-256 7c5ee3128b0b6bc7…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2022) — see data/raw/ncrb/2022/PROVENANCE.md."
