year,period_start,period_end,geo_level,geo_code,geo_name,dataset,metric,dimension,dimension_value,value,unit,source_org,tier,as_of_date,retrieved_on,source_table,source_edition,source_url,notes
2024,2024-01-01,2024-12-31,country,IN,India,pocso_police,cases,stage,chargesheeted,65113.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4A.3 (row 25, POCSO Act total)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md. Column 18, PDF page 499."
2024,2024-01-01,2024-12-31,country,IN,India,pocso_police,cases,stage,pending_investigation_end_year,21256.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4A.3 (row 25, POCSO Act total)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md. Column 22, PDF page 500."
2024,2024-01-01,2024-12-31,country,IN,India,pocso_police,cases,stage,pending_investigation_prev_year,20420.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4A.3 (row 25, POCSO Act total)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md. Column 3, PDF page 497."
2024,2024-01-01,2024-12-31,country,IN,India,pocso_police,cases,stage,reported,69191.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4A.3 (row 25, POCSO Act total)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md. Column 4, PDF page 497."
2024,2024-01-01,2024-12-31,country,IN,India,pocso_police,cases,stage,total_for_investigation,89658.0,cases,NCRB,1,2024-12-31,2026-09-25,"Table 4A.3 (row 25, POCSO Act total)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md. Column 6, PDF page 497."
2024,2024-01-01,2024-12-31,country,IN,India,pocso_police,chargesheeting_rate_pct,none,,95.3,percent,NCRB,1,2024-12-31,2026-09-25,"Table 4A.3 (row 25, POCSO Act total)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md. Column 23, PDF page 500."
2024,2024-01-01,2024-12-31,country,IN,India,pocso_police,pendency_pct,none,,23.7,percent,NCRB,1,2024-12-31,2026-09-25,"Table 4A.3 (row 25, POCSO Act total)",Crime in India 2024,https://ncrb.gov.in/en/crime-india,"Extracted from NCRB Crime in India 2024, Vol. I (PDF, SHA-256 75b827bdcfcd5e64…, copy retrieved via https://data.opencity.in/dataset/crime-in-india-2024) — see data/raw/ncrb/2024/PROVENANCE.md. Column 24, PDF page 500."
